Training: 2023-08-17 21:02:38,665-rank_id: 0
Training: 2023-08-18 00:43:14,049-Speed 139.46 samples/sec   Loss 1.1046   LearningRate 0.000001   Epoch: 1   Global Step: 56470   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:43:16,350-Speed 139.15 samples/sec   Loss 1.1352   LearningRate 0.000001   Epoch: 1   Global Step: 56480   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:43:18,644-Speed 139.54 samples/sec   Loss 1.1374   LearningRate 0.000001   Epoch: 1   Global Step: 56490   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:43:20,945-Speed 139.11 samples/sec   Loss 1.1387   LearningRate 0.000001   Epoch: 1   Global Step: 56500   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:43:23,237-Speed 139.60 samples/sec   Loss 1.1322   LearningRate 0.000001   Epoch: 1   Global Step: 56510   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:43:25,533-Speed 139.45 samples/sec   Loss 1.1460   LearningRate 0.000001   Epoch: 1   Global Step: 56520   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:43:27,817-Speed 140.16 samples/sec   Loss 1.1185   LearningRate 0.000001   Epoch: 1   Global Step: 56530   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:43:30,116-Speed 139.22 samples/sec   Loss 1.1514   LearningRate 0.000001   Epoch: 1   Global Step: 56540   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:43:32,385-Speed 141.07 samples/sec   Loss 1.1265   LearningRate 0.000001   Epoch: 1   Global Step: 56550   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:43:34,672-Speed 139.93 samples/sec   Loss 1.1223   LearningRate 0.000001   Epoch: 1   Global Step: 56560   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:43:36,956-Speed 140.15 samples/sec   Loss 1.1725   LearningRate 0.000001   Epoch: 1   Global Step: 56570   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:43:39,239-Speed 140.21 samples/sec   Loss 1.1414   LearningRate 0.000001   Epoch: 1   Global Step: 56580   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:43:41,536-Speed 139.35 samples/sec   Loss 1.1160   LearningRate 0.000001   Epoch: 1   Global Step: 56590   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:43:43,827-Speed 139.73 samples/sec   Loss 1.1285   LearningRate 0.000001   Epoch: 1   Global Step: 56600   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:43:46,118-Speed 139.73 samples/sec   Loss 1.1230   LearningRate 0.000001   Epoch: 1   Global Step: 56610   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:43:48,419-Speed 139.11 samples/sec   Loss 1.1452   LearningRate 0.000001   Epoch: 1   Global Step: 56620   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:43:50,717-Speed 139.31 samples/sec   Loss 1.1385   LearningRate 0.000001   Epoch: 1   Global Step: 56630   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:43:53,011-Speed 139.53 samples/sec   Loss 1.1510   LearningRate 0.000001   Epoch: 1   Global Step: 56640   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:43:55,294-Speed 140.17 samples/sec   Loss 1.1754   LearningRate 0.000001   Epoch: 1   Global Step: 56650   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:43:57,589-Speed 139.48 samples/sec   Loss 1.1297   LearningRate 0.000001   Epoch: 1   Global Step: 56660   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:43:59,872-Speed 140.24 samples/sec   Loss 1.1527   LearningRate 0.000001   Epoch: 1   Global Step: 56670   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:44:02,144-Speed 140.88 samples/sec   Loss 1.1383   LearningRate 0.000001   Epoch: 1   Global Step: 56680   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:44:04,410-Speed 141.27 samples/sec   Loss 1.1403   LearningRate 0.000001   Epoch: 1   Global Step: 56690   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:44:06,703-Speed 139.59 samples/sec   Loss 1.1371   LearningRate 0.000001   Epoch: 1   Global Step: 56700   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:44:08,990-Speed 139.95 samples/sec   Loss 1.1567   LearningRate 0.000001   Epoch: 1   Global Step: 56710   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:44:11,279-Speed 139.81 samples/sec   Loss 1.1503   LearningRate 0.000001   Epoch: 1   Global Step: 56720   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:44:13,581-Speed 139.07 samples/sec   Loss 1.1479   LearningRate 0.000001   Epoch: 1   Global Step: 56730   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:44:15,879-Speed 139.27 samples/sec   Loss 1.1070   LearningRate 0.000001   Epoch: 1   Global Step: 56740   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:44:18,173-Speed 139.56 samples/sec   Loss 1.1389   LearningRate 0.000001   Epoch: 1   Global Step: 56750   Fp16 Grad Scale: 65536   Required: 0 hours
Training: 2023-08-18 00:44:20,440-Speed 141.14 samples/sec   Loss 1.1385   LearningRate 0.000001   Epoch: 1   Global Step: 56760   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:44:22,747-Speed 138.76 samples/sec   Loss 1.1417   LearningRate 0.000001   Epoch: 1   Global Step: 56770   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:44:25,040-Speed 139.61 samples/sec   Loss 1.1056   LearningRate 0.000001   Epoch: 1   Global Step: 56780   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:44:27,308-Speed 141.10 samples/sec   Loss 1.1386   LearningRate 0.000001   Epoch: 1   Global Step: 56790   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:44:29,606-Speed 139.31 samples/sec   Loss 1.1386   LearningRate 0.000001   Epoch: 1   Global Step: 56800   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:44:31,910-Speed 138.89 samples/sec   Loss 1.1164   LearningRate 0.000001   Epoch: 1   Global Step: 56810   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:44:34,203-Speed 139.63 samples/sec   Loss 1.1398   LearningRate 0.000001   Epoch: 1   Global Step: 56820   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:44:36,505-Speed 139.02 samples/sec   Loss 1.1446   LearningRate 0.000001   Epoch: 1   Global Step: 56830   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:44:38,808-Speed 139.03 samples/sec   Loss 1.1378   LearningRate 0.000001   Epoch: 1   Global Step: 56840   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:44:41,146-Speed 136.88 samples/sec   Loss 1.1386   LearningRate 0.000001   Epoch: 1   Global Step: 56850   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:44:43,472-Speed 137.61 samples/sec   Loss 1.1301   LearningRate 0.000001   Epoch: 1   Global Step: 56860   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:44:45,804-Speed 137.28 samples/sec   Loss 1.1415   LearningRate 0.000001   Epoch: 1   Global Step: 56870   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:44:48,126-Speed 137.83 samples/sec   Loss 1.1207   LearningRate 0.000001   Epoch: 1   Global Step: 56880   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:44:50,453-Speed 137.57 samples/sec   Loss 1.1315   LearningRate 0.000001   Epoch: 1   Global Step: 56890   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:44:52,775-Speed 137.85 samples/sec   Loss 1.1370   LearningRate 0.000001   Epoch: 1   Global Step: 56900   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:44:55,084-Speed 138.63 samples/sec   Loss 1.1340   LearningRate 0.000001   Epoch: 1   Global Step: 56910   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:44:57,403-Speed 138.04 samples/sec   Loss 1.1236   LearningRate 0.000001   Epoch: 1   Global Step: 56920   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:44:59,685-Speed 140.25 samples/sec   Loss 1.1304   LearningRate 0.000001   Epoch: 1   Global Step: 56930   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:45:01,978-Speed 139.57 samples/sec   Loss 1.1467   LearningRate 0.000001   Epoch: 1   Global Step: 56940   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:45:04,273-Speed 139.53 samples/sec   Loss 1.1493   LearningRate 0.000001   Epoch: 1   Global Step: 56950   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:45:06,565-Speed 139.65 samples/sec   Loss 1.1258   LearningRate 0.000001   Epoch: 1   Global Step: 56960   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:45:08,862-Speed 139.34 samples/sec   Loss 1.1362   LearningRate 0.000001   Epoch: 1   Global Step: 56970   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:45:11,143-Speed 140.28 samples/sec   Loss 1.1501   LearningRate 0.000001   Epoch: 1   Global Step: 56980   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:45:13,437-Speed 139.56 samples/sec   Loss 1.1296   LearningRate 0.000001   Epoch: 1   Global Step: 56990   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:45:15,510-Val on RAF/AffectNet:
Training: 2023-08-18 00:45:15,625-Test: [0/48]	Time 0.114 (0.114)	Loss 0.3793 (0.3793)	Acc@1 100.000 (100.000)	Acc@5 100.000 (100.000)	Mem 5268MB
Training: 2023-08-18 00:45:16,678-Test: [10/48]	Time 0.104 (0.106)	Loss 0.5513 (0.6066)	Acc@1 93.750 (90.057)	Acc@5 100.000 (98.295)	Mem 5268MB
Training: 2023-08-18 00:45:17,741-Test: [20/48]	Time 0.108 (0.106)	Loss 0.5662 (0.5725)	Acc@1 93.750 (91.667)	Acc@5 96.875 (98.289)	Mem 5268MB
Training: 2023-08-18 00:45:18,794-Test: [30/48]	Time 0.104 (0.106)	Loss 0.3947 (0.5509)	Acc@1 98.438 (92.540)	Acc@5 100.000 (98.387)	Mem 5268MB
Training: 2023-08-18 00:45:19,846-Test: [40/48]	Time 0.104 (0.106)	Loss 0.5009 (0.5519)	Acc@1 96.875 (92.645)	Acc@5 96.875 (98.247)	Mem 5268MB
Training: 2023-08-18 00:45:20,574-[56999]Expression Loss: 0.54952
Training: 2023-08-18 00:45:20,575-[56999]Expression Acc@1: 92.73142
Training: 2023-08-18 00:45:20,575-[56999]Expression Acc@1-Highest: 92.86180
Training: 2023-08-18 00:45:20,575-[56999]Expression Acc@5: 98.40287
Training: 2023-08-18 00:45:20,575-[56999]Expression Acc@5-Highest: 99.44589
Training: 2023-08-18 00:45:20,575-[56999]10 Times Expression Acc@1: 92.61734
Training: 2023-08-18 00:45:20,575-[56999]10 Times Expression Acc@1-Highest: 92.61734
Training: 2023-08-18 00:45:20,809-Speed 43.41 samples/sec   Loss 1.1019   LearningRate 0.000001   Epoch: 1   Global Step: 57000   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:45:23,105-Speed 139.41 samples/sec   Loss 1.1543   LearningRate 0.000001   Epoch: 1   Global Step: 57010   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:45:25,396-Speed 139.70 samples/sec   Loss 1.1430   LearningRate 0.000001   Epoch: 1   Global Step: 57020   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:45:27,697-Speed 139.14 samples/sec   Loss 1.1443   LearningRate 0.000000   Epoch: 1   Global Step: 57030   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:45:29,983-Speed 140.03 samples/sec   Loss 1.1340   LearningRate 0.000000   Epoch: 1   Global Step: 57040   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:45:32,282-Speed 139.24 samples/sec   Loss 1.1272   LearningRate 0.000000   Epoch: 1   Global Step: 57050   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:45:34,589-Speed 138.72 samples/sec   Loss 1.1325   LearningRate 0.000000   Epoch: 1   Global Step: 57060   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:45:36,919-Speed 137.38 samples/sec   Loss 1.1292   LearningRate 0.000000   Epoch: 1   Global Step: 57070   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:45:39,240-Speed 137.95 samples/sec   Loss 1.1286   LearningRate 0.000000   Epoch: 1   Global Step: 57080   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:45:41,544-Speed 138.91 samples/sec   Loss 1.1428   LearningRate 0.000000   Epoch: 1   Global Step: 57090   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:45:43,845-Speed 139.13 samples/sec   Loss 1.1324   LearningRate 0.000000   Epoch: 1   Global Step: 57100   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:45:46,156-Speed 138.49 samples/sec   Loss 1.1512   LearningRate 0.000000   Epoch: 1   Global Step: 57110   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:45:48,465-Speed 138.60 samples/sec   Loss 1.1488   LearningRate 0.000000   Epoch: 1   Global Step: 57120   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:45:50,769-Speed 138.93 samples/sec   Loss 1.1210   LearningRate 0.000000   Epoch: 1   Global Step: 57130   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:45:53,073-Speed 138.98 samples/sec   Loss 1.1181   LearningRate 0.000000   Epoch: 1   Global Step: 57140   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:45:55,389-Speed 138.21 samples/sec   Loss 1.1375   LearningRate 0.000000   Epoch: 1   Global Step: 57150   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:45:57,712-Speed 137.78 samples/sec   Loss 1.1351   LearningRate 0.000000   Epoch: 1   Global Step: 57160   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:46:00,032-Speed 137.97 samples/sec   Loss 1.1557   LearningRate 0.000000   Epoch: 1   Global Step: 57170   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:46:02,341-Speed 138.63 samples/sec   Loss 1.1263   LearningRate 0.000000   Epoch: 1   Global Step: 57180   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:46:04,660-Speed 138.01 samples/sec   Loss 1.1573   LearningRate 0.000000   Epoch: 1   Global Step: 57190   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:46:06,986-Speed 137.62 samples/sec   Loss 1.1421   LearningRate 0.000000   Epoch: 1   Global Step: 57200   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:46:09,294-Speed 138.68 samples/sec   Loss 1.1199   LearningRate 0.000000   Epoch: 1   Global Step: 57210   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:46:11,590-Speed 139.42 samples/sec   Loss 1.1347   LearningRate 0.000000   Epoch: 1   Global Step: 57220   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:46:13,893-Speed 138.97 samples/sec   Loss 1.1267   LearningRate 0.000000   Epoch: 1   Global Step: 57230   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:46:16,189-Speed 139.43 samples/sec   Loss 1.1570   LearningRate 0.000000   Epoch: 1   Global Step: 57240   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:46:18,484-Speed 139.45 samples/sec   Loss 1.1557   LearningRate 0.000000   Epoch: 1   Global Step: 57250   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:46:20,785-Speed 139.11 samples/sec   Loss 1.1246   LearningRate 0.000000   Epoch: 1   Global Step: 57260   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:46:23,063-Speed 140.52 samples/sec   Loss 1.1528   LearningRate 0.000000   Epoch: 1   Global Step: 57270   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:46:25,332-Speed 141.10 samples/sec   Loss 1.1519   LearningRate 0.000000   Epoch: 1   Global Step: 57280   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:46:27,605-Speed 140.81 samples/sec   Loss 1.1502   LearningRate 0.000000   Epoch: 1   Global Step: 57290   Fp16 Grad Scale: 65536   Required: 0 hours
Training: 2023-08-18 00:46:29,881-Speed 140.62 samples/sec   Loss 1.1538   LearningRate 0.000000   Epoch: 1   Global Step: 57300   Fp16 Grad Scale: 65536   Required: 0 hours
Training: 2023-08-18 00:46:32,159-Speed 140.52 samples/sec   Loss 1.1436   LearningRate 0.000000   Epoch: 1   Global Step: 57310   Fp16 Grad Scale: 65536   Required: 0 hours
Training: 2023-08-18 00:46:34,441-Speed 140.25 samples/sec   Loss 1.1241   LearningRate 0.000000   Epoch: 1   Global Step: 57320   Fp16 Grad Scale: 65536   Required: 0 hours
Training: 2023-08-18 00:46:36,709-Speed 141.16 samples/sec   Loss 1.1402   LearningRate 0.000000   Epoch: 1   Global Step: 57330   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:46:38,959-Speed 142.27 samples/sec   Loss 1.1121   LearningRate 0.000000   Epoch: 1   Global Step: 57340   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:46:41,245-Speed 140.01 samples/sec   Loss 1.1205   LearningRate 0.000000   Epoch: 1   Global Step: 57350   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:46:43,515-Speed 141.02 samples/sec   Loss 1.1517   LearningRate 0.000000   Epoch: 1   Global Step: 57360   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:46:45,817-Speed 139.08 samples/sec   Loss 1.1348   LearningRate 0.000000   Epoch: 1   Global Step: 57370   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:46:48,094-Speed 140.53 samples/sec   Loss 1.0984   LearningRate 0.000000   Epoch: 1   Global Step: 57380   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:46:50,372-Speed 140.55 samples/sec   Loss 1.1361   LearningRate 0.000000   Epoch: 1   Global Step: 57390   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:46:52,662-Speed 139.78 samples/sec   Loss 1.1248   LearningRate 0.000000   Epoch: 1   Global Step: 57400   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:46:54,987-Speed 137.67 samples/sec   Loss 1.1497   LearningRate 0.000000   Epoch: 1   Global Step: 57410   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:46:57,314-Speed 137.53 samples/sec   Loss 1.1622   LearningRate 0.000000   Epoch: 1   Global Step: 57420   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:46:59,629-Speed 138.26 samples/sec   Loss 1.1445   LearningRate 0.000000   Epoch: 1   Global Step: 57430   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:47:01,929-Speed 139.19 samples/sec   Loss 1.1187   LearningRate 0.000000   Epoch: 1   Global Step: 57440   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:47:04,204-Speed 140.65 samples/sec   Loss 1.1631   LearningRate 0.000000   Epoch: 1   Global Step: 57450   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:47:06,489-Speed 140.10 samples/sec   Loss 1.1367   LearningRate 0.000000   Epoch: 1   Global Step: 57460   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:47:08,764-Speed 140.70 samples/sec   Loss 1.1776   LearningRate 0.000000   Epoch: 1   Global Step: 57470   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:47:11,042-Speed 140.48 samples/sec   Loss 1.1344   LearningRate 0.000000   Epoch: 1   Global Step: 57480   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:47:13,324-Speed 140.30 samples/sec   Loss 1.1436   LearningRate 0.000000   Epoch: 1   Global Step: 57490   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:47:15,603-Speed 140.43 samples/sec   Loss 1.1359   LearningRate 0.000000   Epoch: 1   Global Step: 57500   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:47:17,900-Speed 139.34 samples/sec   Loss 1.1500   LearningRate 0.000000   Epoch: 1   Global Step: 57510   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:47:20,198-Speed 139.31 samples/sec   Loss 1.1433   LearningRate 0.000000   Epoch: 1   Global Step: 57520   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:47:22,502-Speed 138.95 samples/sec   Loss 1.1515   LearningRate 0.000000   Epoch: 1   Global Step: 57530   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:47:24,805-Speed 138.97 samples/sec   Loss 1.1492   LearningRate 0.000000   Epoch: 1   Global Step: 57540   Fp16 Grad Scale: 65536   Required: 0 hours
Training: 2023-08-18 00:47:27,094-Speed 139.85 samples/sec   Loss 1.1343   LearningRate 0.000000   Epoch: 1   Global Step: 57550   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:47:29,371-Speed 140.58 samples/sec   Loss 1.1280   LearningRate 0.000000   Epoch: 1   Global Step: 57560   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:47:31,657-Speed 139.97 samples/sec   Loss 1.1315   LearningRate 0.000000   Epoch: 1   Global Step: 57570   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:47:33,954-Speed 139.37 samples/sec   Loss 1.1328   LearningRate 0.000000   Epoch: 1   Global Step: 57580   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:47:36,240-Speed 140.03 samples/sec   Loss 1.1401   LearningRate 0.000000   Epoch: 1   Global Step: 57590   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:47:38,541-Speed 139.09 samples/sec   Loss 1.1285   LearningRate 0.000000   Epoch: 1   Global Step: 57600   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:47:40,834-Speed 139.58 samples/sec   Loss 1.1436   LearningRate 0.000000   Epoch: 1   Global Step: 57610   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:47:43,141-Speed 138.73 samples/sec   Loss 1.1456   LearningRate 0.000000   Epoch: 1   Global Step: 57620   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:47:45,442-Speed 139.12 samples/sec   Loss 1.1311   LearningRate 0.000000   Epoch: 1   Global Step: 57630   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:47:47,752-Speed 138.56 samples/sec   Loss 1.1388   LearningRate 0.000000   Epoch: 1   Global Step: 57640   Fp16 Grad Scale: 8192   Required: 0 hours
Training: 2023-08-18 00:47:50,044-Speed 139.65 samples/sec   Loss 1.1366   LearningRate 0.000000   Epoch: 1   Global Step: 57650   Fp16 Grad Scale: 8192   Required: 0 hours
Training: 2023-08-18 00:47:52,353-Speed 138.62 samples/sec   Loss 1.1390   LearningRate 0.000000   Epoch: 1   Global Step: 57660   Fp16 Grad Scale: 8192   Required: 0 hours
Training: 2023-08-18 00:47:54,650-Speed 139.38 samples/sec   Loss 1.1421   LearningRate 0.000000   Epoch: 1   Global Step: 57670   Fp16 Grad Scale: 8192   Required: 0 hours
Training: 2023-08-18 00:47:56,948-Speed 139.26 samples/sec   Loss 1.1412   LearningRate 0.000000   Epoch: 1   Global Step: 57680   Fp16 Grad Scale: 8192   Required: 0 hours
Training: 2023-08-18 00:47:59,240-Speed 139.66 samples/sec   Loss 1.1389   LearningRate 0.000000   Epoch: 1   Global Step: 57690   Fp16 Grad Scale: 8192   Required: 0 hours
Training: 2023-08-18 00:48:01,537-Speed 139.36 samples/sec   Loss 1.1364   LearningRate 0.000000   Epoch: 1   Global Step: 57700   Fp16 Grad Scale: 8192   Required: 0 hours
Training: 2023-08-18 00:48:03,836-Speed 139.23 samples/sec   Loss 1.1755   LearningRate 0.000000   Epoch: 1   Global Step: 57710   Fp16 Grad Scale: 8192   Required: 0 hours
Training: 2023-08-18 00:48:06,125-Speed 139.85 samples/sec   Loss 1.1425   LearningRate 0.000000   Epoch: 1   Global Step: 57720   Fp16 Grad Scale: 8192   Required: 0 hours
Training: 2023-08-18 00:48:08,428-Speed 138.95 samples/sec   Loss 1.1471   LearningRate 0.000000   Epoch: 1   Global Step: 57730   Fp16 Grad Scale: 8192   Required: 0 hours
Training: 2023-08-18 00:48:10,727-Speed 139.28 samples/sec   Loss 1.1504   LearningRate 0.000000   Epoch: 1   Global Step: 57740   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:48:13,022-Speed 139.44 samples/sec   Loss 1.1259   LearningRate 0.000000   Epoch: 1   Global Step: 57750   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:48:15,324-Speed 139.04 samples/sec   Loss 1.1337   LearningRate 0.000000   Epoch: 1   Global Step: 57760   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:48:17,618-Speed 139.53 samples/sec   Loss 1.1445   LearningRate 0.000000   Epoch: 1   Global Step: 57770   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:48:19,916-Speed 139.33 samples/sec   Loss 1.1234   LearningRate 0.000000   Epoch: 1   Global Step: 57780   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:48:22,223-Speed 138.71 samples/sec   Loss 1.1205   LearningRate 0.000000   Epoch: 1   Global Step: 57790   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:48:24,529-Speed 138.81 samples/sec   Loss 1.1336   LearningRate 0.000000   Epoch: 1   Global Step: 57800   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:48:26,836-Speed 138.73 samples/sec   Loss 1.1272   LearningRate 0.000000   Epoch: 1   Global Step: 57810   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:48:29,113-Speed 140.58 samples/sec   Loss 1.1569   LearningRate 0.000000   Epoch: 1   Global Step: 57820   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:48:31,418-Speed 138.89 samples/sec   Loss 1.1579   LearningRate 0.000000   Epoch: 1   Global Step: 57830   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:48:33,686-Speed 141.13 samples/sec   Loss 1.1241   LearningRate 0.000000   Epoch: 1   Global Step: 57840   Fp16 Grad Scale: 16384   Required: 0 hours
